1	1.08336e+06
2	1.08356e+06
3	1.08372e+06
4	1.08384e+06
5	1.08391e+06
6	1.08396e+06
7	1.08399e+06
8	1.08404e+06
9	1.08407e+06
10	1.0841e+06
11	1.08409e+06
12	1.08409e+06
13	1.0841e+06
14	1.0841e+06
15	1.0841e+06
16	1.0841e+06
17	1.0841e+06
18	1.08409e+06
19	1.08409e+06
20	1.0841e+06

