1	-245.916
2	-246.663
3	-247.271
4	-247.767
5	-248.171
6	-248.502
7	-248.772
8	-248.992
9	-249.173
10	-249.321
11	-249.442
12	-249.541
13	-249.623
14	-249.689
15	-249.744
16	-249.789
17	-249.826
18	-249.857
19	-249.882
20	-249.903
